JOURNAL NAME;AREA
Journal of Developing Societies ; social
Space and Culture ; social
International Journal of Computational Engineering Science ; engineering
High Ability Studies ; social
Current Sociology ; social
Stratigraphy and Geological Correlation ; earth
Nuclear Science and Engineering ; engineering
Ultrasound Clinics ; brain
Profiles of Drug Substances, Excipients and Related Methodology ; chem
Environmental Modelling and Software ; engineering
Tourist Studies ; social
International Journal for Parasitology ; bio
Journal of Policy and Practice in Intellectual Disabilities ; social
Gender Place and Culture ; social
Ohio Journal of Science ; health
Journal of Police Crisis Negotiations ; health
Experimental Thermal and Fluid Science ; engineering
Journal of Adolescent & Adult Literacy ; social
Clinical and Laboratory Haematology ; medical
Journal of Basic Microbiology ; biotech
Seminars in Neurosurgery ; brain
Geological Quarterly ; earth
Upsala Journal of Medical Sciences ; medical
Journal of Social Psychology ; social
Journal of Peptide Research ; diseases
Mnemosyne ; humanities
Turkish Journal of Chemistry ; chem
Granular Matter ; chem
IEEE Transactions on Biomedical Engineering ; health
International Journal of Electronics ; eecs
Journal of Nutrition for The Elderly ; medical
Radiation and Environmental Biophysics ; medical
International Journal of Mineral Processing ; engineering
Blumea ; bio
Method & Theory in The Study of Religion ; social
Southern California Law Review ; social
Animal Science Journal ; diseases
Journal of Developmental and Behavioral Pediatrics ; brain
Boletim Do Instituto De Pesca ; bio
Iee Proceedings - Nanobiotechnology ; chem
British Journal of Music Education ; social
Neuron ; brain
China Journal ; social
Journal of Business Logistics ; social
Circulo De Linguistica Aplicada A La Comunicacion ; social
Criminal Behaviour and Mental Health ; brain
Computational Optimization and Applications ; mathphysics
Oxford Bulletin of Economics and Statistics ; social
Agricultural History ; humanities
Globalizations ; social
Organic Syntheses ; chem
American Journal of Roentgenology ; brain
International Journal of Injury Control and Safety Promotion ; health
Foodborne Pathogens and Disease ; biotech
Annual Review of Public Health ; health
Health Education Journal ; health
Current Infectious Disease Reports ; medical
Addiction Research & Theory ; health
Transport Theory and Statistical Physics ; mathphysics
Supramolecular Chemistry ; chem
Source Code for Biology and Medicine ; biotech
Limnology ; bio
Judicature ; social
Insect Conservation and Diversity ; bio
Macromolecular Symposia ; chem
Journal of Applied Animal Welfare Science ; diseases
Techniques in Ophthalmology ; medical
Kriminologisches Journal ; social
International Journal of e-Collaboration ; social
Middle East Quarterly ; social
Breast Cancer ; medical
Journal of Management & Organization ; social
Sugar Tech ; bio
Minimally Invasive Therapy & Allied Technologies ; medical
Crisis Intervention and Time-limited Treatment ; health
Journal of School Psychology ; social
Computational Intelligence and Neuroscience ; brain
Acupuncture & Electro-therapeutics Research ; health
Journal of Entomological Science ; bio
Asian Journal of Social Science ; social
Journal of Cognitive Psychotherapy ; health
Translation Review ; humanities
Bodenkultur ; bio
Genetics Selection Evolution ; diseases
Journal of Medicine and Philosophy ; health
Metallomics ; chem
Journal of Breast Cancer ; medical
Revista Brasileira De Otorrinolaringologia ; brain
Folia Zoologica ; bio
Journal of Vascular Access ; health
Global Biogeochemical Cycles ; earth
Japanese Journal of Clinical Oncology ; medical
Fisioterapia ; health
PLOS Clinical Trials ; medical
Atenea ; humanities
Anais Da Academia Brasileira De Ciencias ; earth
African Journal of Agricultural Research ; engineering
Current Opinion in Psychiatry ; health
Clinical Rheumatology ; medical
Journal of Trauma & Dissociation ; social
Dialog-a Journal of Theology ; humanities
Journal of Micromechanics and Microengineering ; engineering
Progress in Cardiovascular Nursing ; health
Applied Composite Materials ; engineering
Annals of the Rheumatic Diseases ; medical
Antibiotiques ; diseases
Journal of Ethnobiology ; earth
Journal of Toxicology-toxin Reviews ; chem
Journals of Gerontology Series A-biological Sciences and Medical Sciences ; brain
Annals of the Missouri Botanical Garden ; bio
Flux ; social
Journal of Developmental Entrepreneurship ; social
Journal of Environmental Radioactivity ; medical
Contemporary Family Therapy ; social
Human Brain Mapping ; brain
Journal of Cell Communication and Signaling ; medical
Therapeutics and Clinical Risk Management ; medical
Expert Review of Vaccines ; diseases
Environmental Microbiology Reports ; bio
Corporate Governance ; social
Menopause ; medical
Russian Linguistics ; humanities
Expert Review of Clinical Pharmacology ; health
Critical Reviews in Biochemistry and Molecular Biology ; bio
Distance Education ; social
Chirurg ; medical
Environmental Pollution ; engineering
Dendrobiology ; bio
Proceedings of The Japan Academy Series B-physical and Biological Sciences ; biotech
Journal of Food Composition and Analysis ; chem
International Journal of Cardiac Imaging ; medical
Romantisme ; humanities
Applied and Environmental Microbiology ; interdiscipline
Federal Register ; health
Mathematical and Computer Modelling of Dynamical Systems ; engineering
Road & Transport Research ; engineering
Psychologie Du Travail Et Des Organisations ; social
Atencion Primaria ; health
Annals of Dyslexia ; social
Nature Photonics ; mathphysics
Immunology and Cell Biology ; diseases
Journal of The American College of Radiology ; brain
Eas Publications Series ; mathphysics
Annals of The College of Surgeons Hong Kong ; medical
BioSystems ; eecs
Iet Electric Power Applications ; eecs
Computers and Electronics in Agriculture ; engineering
Annual Review of Resource Economics ; social
Pediatrics in Review ; medical
Agroforestry Systems ; engineering
Western North American Naturalist ; bio
Journal of Atmospheric Chemistry ; earth
Journal of The Musical Arts in Africa ; humanities
Asia-pacific Journal of Accounting & Economics ; social
Seminars in Cerebrovascular Diseases and Stroke ; brain
Fuel ; engineering
Anxiety Stress and Coping ; health
International Journal of Simulation Modelling ; social
Arquivos De Neuro-psiquiatria ; brain
Journal of Biosocial Science ; social
Journal of Craniofacial Genetics and Developmental Biology ; health
Orbit ; health
Preventive Cardiology ; medical
Journal of Composites for Construction ; engineering
European Early Childhood Education Research Journal ; social
Minerals Engineering ; engineering
Journal of Philosophical Logic ; humanities
Journal of Medical Virology ; diseases
Canadian Journal of Philosophy ; humanities
Journal of Central European Agriculture ; bio
Journal of Communication Inquiry ; social
Supportive Cancer Therapy ; medical
Reports on Mathematical Physics ; mathphysics
Medycyna Weterynaryjna ; diseases
Journal of Accounting and Economics ; social
Genes to Cells ; medical
Doklady Physical Chemistry ; chem
Journal of Experimental and Theoretical Artificial Intelligence ; eecs
International Labor and Working-class History ; humanities
South African Journal of Enology and Viticulture ; bio
Journal of Marketing Research ; social
Acta Anaesthesiologica Taiwanica ; medical
Journal of Indian Association of Pediatric Surgeons ; medical
Archives of Physiology and Biochemistry ; health
Journal for the Scientific Study of Religion ; social
Zeitschrift Fur Sportpsychologie ; health
Current Microbiology ; diseases
Revue De Medecine Veterinaire ; diseases
New Scientist ; health
Anziam Journal ; mathphysics
Policy Studies ; social
Proteome Science ; biotech
Journal of Comparative Psychology ; brain
Gastric Cancer ; medical
Integrative Biology ; engineering
Aquatic Mammals ; bio
Forest Policy and Economics ; bio
Biocatalysis and Biotransformation ; biotech
Oto-rhino-laryngologia Nova ; brain
Infectious Diseases in Obstetrics & Gynecology ; diseases
Journal of Futures Markets ; social
Evidence-based Healthcare ; medical
Biogeosciences ; bio
Journal of The Optical Society of America B-optical Physics ; eecs
Topics in Macroeconomics ; social
Epidemiology ; health
Iral-international Review of Applied Linguistics in Language Teaching ; social
Asian Journal of Mathematics ; mathphysics
Academic Medicine ; health
Renal Failure ; medical
Bio-medical Materials and Engineering ; health
Chronic Diseases in Canada ; medical
African Entomology ; bio
Spe Production & Facilities ; engineering
Political Studies Review ; social
Journal of Contemporary China ; social
Organizational Dynamics ; social
Geocarto International ; earth
Rynek Energii ; eecs
Nature Neuroscience ; brain
Journal of Experimental Zoology Part A: Comparative Experimental Biology ; bio
Computers in The Schools ; social
Journal of Nano Research ; mathphysics
International Journal of Mental Health Nursing ; health
Urologia Internationalis ; medical
Artificial Intelligence in Engineering ; engineering
Journal of Cellular Biochemistry ; medical
Transplantation Reviews ; medical
Vehicle System Dynamics ; engineering
Best Practice Onkologie ; medical
Journal of Grey System ; social
Hastings Center Report ; health
Vakuum in Forschung Und Praxis ; mathphysics
Asia Europe Journal ; social
Alcoholism: Clinical and Experimental Research ; brain
Human Biology ; medical
Molecular Informatics ; chem
Hippokratia ; health
Respiratory Physiology & Neurobiology ; medical
Topology ; mathphysics
Publications De L'institut Mathematique ; mathphysics
